913,20,4
913,22,4
913,23,3
913,24,3
913,26,5
913,27,5
777,2,4
777,6,4
777,7,4
777,8,5
777,9,5
777,14,5
777,17,3
777,18,4
777,19,5
777,20,3
777,21,4
777,22,5
777,26,5
777,27,4
292,1,5
292,3,4
292,4,4
292,5,5
292,6,5
292,7,4
292,8,5
292,12,3
292,13,5
292,14,5
292,15,5
292,17,4
292,19,5
292,20,1
292,22,4
292,23,4
292,26,5
272,1,5
272,3,4
272,4,4
272,5,3
272,6,4
272,7,5
272,8,5
272,9,5
272,10,4
272,12,4
272,13,5
272,15,4
272,16,3
272,17,4
272,19,5
272,20,4
272,22,4
272,23,5
272,24,5
272,25,3
272,26,4
272,27,5
254,5,4
254,12,4
831,1,3
831,3,5
831,4,5
831,8,3
831,9,5
831,10,4
831,15,4
831,17,5
831,20,5
831,24,5
831,27,5
236,3,2
236,5,5
236,6,5
236,7,5
236,8,5
236,9,4
236,12,5
236,16,4
236,17,4
236,18,4
236,20,5
236,23,4
236,26,5
236,27,3
445,1,1
445,2,3
445,3,5
445,4,3
445,5,3
445,6,5
445,7,2
445,8,3
445,9,5
445,10,2
445,11,4
445,12,3
445,13,5
445,14,5
445,15,4
445,16,2
445,17,5
445,18,5
445,19,4
445,20,5
445,21,4
445,22,5
445,23,3
445,24,3
445,25,4
445,26,5
445,27,5
437,1,5
437,5,4
437,7,4
437,12,3
437,16,4
437,20,4
437,23,4
437,27,5
705,1,5
705,2,5
705,3,5
705,4,5
705,5,5
705,6,2
705,8,1
705,9,5
705,10,5
705,11,2
705,12,5
705,13,5
705,14,4
705,15,5
705,20,1
705,21,5
705,23,3
705,24,3
705,25,5
705,26,5
705,27,4
952,1,5
952,4,4
952,6,4
952,9,5
952,12,5
952,13,2
952,22,5
952,23,3
952,24,3
952,26,4
938,3,2
938,5,5
938,6,5
938,9,5
938,17,3
938,18,5
938,19,4
938,20,4
938,21,4
938,22,4
938,23,4
938,24,3
938,25,4
938,26,5
938,27,5
904,1,3
904,5,4
904,8,4
904,15,5
904,23,5
904,24,5
904,26,2
953,3,4
953,4,4
953,5,4
953,6,3
953,7,4
953,8,5
953,10,5
953,13,5
953,14,5
953,15,5
953,19,4
953,22,4
953,23,5
953,24,5
953,25,5
953,26,5
805,1,4
805,2,5
805,3,5
805,4,4
805,5,5
805,6,4
805,8,5
805,9,5
805,11,4
805,12,4
805,13,4
805,16,4
805,18,4
805,19,4
805,20,2
805,21,4
805,22,4
805,23,3
805,24,2
805,25,4
805,26,3
805,27,5
971,4,4
971,5,5
971,6,5
971,9,5
971,17,5
971,20,3
971,24,3
971,26,5
799,1,4
799,5,5
799,6,4
799,12,4
799,17,4
799,23,5
799,26,5
697,6,3
697,8,5
697,10,5
697,11,4
697,15,3
697,17,4
697,18,4
697,21,2
697,26,5
554,1,5
554,5,5
554,9,5
554,12,5
554,17,5
554,20,5
554,23,5
554,24,4
554,25,4
554,26,5
13,1,5
13,2,5
13,3,5
13,5,5
13,6,5
13,8,5
13,20,5
13,23,5
13,24,5
339,4,4
339,5,5
339,6,4
339,7,5
339,8,5
339,9,5
339,10,4
339,12,3
339,17,2
339,20,1
339,22,3
339,23,3
338,1,5
338,3,4
338,6,3
338,8,5
338,14,5
338,20,4
338,23,5
338,24,5
338,26,5
359,5,5
359,6,5
359,12,4
359,14,2
359,17,5
179,1,1
179,3,5
179,4,3
179,8,5
179,12,4
179,13,4
179,14,5
179,23,5
179,25,1
179,26,5
179,27,3
179,1,3
179,3,5
179,4,4
179,6,4
179,8,4
179,14,5
179,19,4
179,20,1
179,23,4
179,26,5
179,27,3
705,1,4
705,2,5
705,3,3
705,4,5
705,5,5
705,6,1
705,7,1
705,8,1
705,9,5
705,10,5
705,11,3
705,12,4
705,13,5
705,14,5
705,15,5
705,16,5
705,17,4
705,18,2
705,19,2
705,20,1
705,21,3
705,22,1
705,23,5
705,24,5
705,25,5
705,26,5
705,27,5
913,1,4
913,4,5
913,5,5
913,6,5
913,9,4
913,12,3
913,20,2
913,22,4
913,24,3
913,27,3
