Timestamp,ID,Age?,Gender,Preferred Genres,Rating [Star Wars],Rating [Spotlight],Rating [Rocky],Rating [Mad Max: Fury Road],Rating [Kung Fu Panda 3],Rating [Despicable Me],Rating [Big Hero 6],Rating [The hungover],Rating [Inside out],Rating [The big short],Rating [Almost famous],Rating [The hunger games],Rating [Pulp Fiction],Rating [Inglourious Basterds],Rating [The usual suspects],Rating [Mamma mia],Rating [Frozen],Rating [Legally blonde],Rating [Silver Linings],Rating [Twilight],Rating [Bridget Jones Diary],Rating [Gone girl],Rating [The matrix],Rating [Alien],Rating [2001: A space Odyssey],Rating [The godfather],Rating [Pretty woman]
3/1/16 19:06,3,20-30,Male,"Action, Sci-Fi & Fantasy",5,N/A,5,4,4,3,3,N/A,3,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,4,3,N/A,5,5,N/A,N/A,N/A,N/A
3/1/16 19:06,908,20-30,Male,"Action, Sci-Fi & Fantasy, Drama",4,3,4,4,2,N/A,N/A,3,N/A,N/A,5,4,5,5,5,N/A,N/A,N/A,5,2,N/A,4,4,N/A,N/A,5,5
3/1/16 19:06,913,20-30,Female,"Comedy, Sci-Fi & Fantasy, Animation, Drama",3,N/A,N/A,4,5,5,N/A,N/A,5,N/A,N/A,4,N/A,3,N/A,N/A,N/A,N/A,N/A,4,N/A,4,3,3,N/A,5,5
3/1/16 19:06,777,20-30,Male,"Comedy, Romantic, Drama",N/A,4,N/A,N/A,N/A,4,4,5,5,N/A,N/A,N/A,N/A,5,N/A,N/A,3,4,5,3,4,5,N/A,N/A,N/A,5,4
3/1/16 19:06,292,20-30,Male,"Comedy, Action, Sci-Fi & Fantasy, Animation, Drama",5,N/A,4,4,5,5,4,5,N/A,N/A,N/A,3,5,5,5,N/A,4,N/A,5,1,N/A,4,4,N/A,N/A,5,N/A
3/1/16 19:06,272,20-30,Female,"Comedy, Action, Romantic, Animation, Drama",5,N/A,4,4,3,4,5,5,5,4,N/A,4,5,N/A,4,3,4,N/A,5,4,N/A,4,5,5,3,4,5
3/1/16 19:06,254,30-40,Male,"Comedy, Action, Sci-Fi & Fantasy, Drama",N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3/1/16 19:06,831,20-30,Female,"Action, Sci-Fi & Fantasy, Romantic",3,N/A,5,5,N/A,N/A,N/A,3,5,4,N/A,N/A,N/A,N/A,4,N/A,5,N/A,N/A,5,N/A,N/A,N/A,5,N/A,N/A,5
3/1/16 19:06,236,20-30,Female,"Comedy, Action, Sci-Fi & Fantasy, Romantic, Animation",N/A,N/A,2,N/A,5,5,5,5,4,N/A,N/A,5,N/A,N/A,N/A,4,4,4,N/A,5,N/A,N/A,4,N/A,N/A,5,3
3/1/16 19:06,445,20-30,Female,"Comedy, Romantic, Drama",1,3,5,3,3,5,2,3,5,2,4,3,5,5,4,2,5,5,4,5,4,5,3,3,4,5,5
3/1/16 19:07,437,30-40,Female,"Comedy, Drama",5,N/A,N/A,N/A,4,N/A,4,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,4,N/A,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,5
3/1/16 19:07,705,20-30,Male,"Independent, Drama",5,5,5,5,5,2,N/A,1,5,5,2,5,5,4,5,N/A,N/A,N/A,N/A,1,5,N/A,3,3,5,5,4
3/1/16 19:07,952,20-30,Female,Sci-Fi & Fantasy,5,N/A,N/A,4,N/A,4,N/A,N/A,5,N/A,N/A,5,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,3,3,N/A,4,N/A
3/1/16 19:07,938,20-30,Female,"Comedy, Independent, Romantic, Animation, Drama",N/A,N/A,2,N/A,5,5,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,5,4,4,4,4,4,3,4,5,5
3/1/16 19:07,904,20-30,Male,"Comedy, Sci-Fi & Fantasy",3,N/A,N/A,N/A,4,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,5,N/A,2,N/A
3/1/16 19:07,953,20-30,Male,"Comedy, Action, Sci-Fi & Fantasy, Animation",N/A,N/A,4,4,4,3,4,5,N/A,5,N/A,N/A,5,5,5,N/A,N/A,N/A,4,N/A,N/A,4,5,5,5,5,N/A
3/1/16 19:07,805,20-30,Female,"Comedy, Action, Independent, Romantic, Drama",4,5,5,4,5,4,N/A,5,5,N/A,4,4,4,N/A,N/A,4,N/A,4,4,2,4,4,3,2,4,3,5
3/1/16 19:07,971,20-30,Female,"Comedy, Romantic, Animation, Drama",N/A,N/A,N/A,4,5,5,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,3,N/A,N/A,N/A,3,N/A,5,N/A
3/1/16 19:07,799,20-30,Male,"Action, Sci-Fi & Fantasy",4,N/A,N/A,N/A,5,4,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,5,N/A
3/1/16 19:07,697,20-30,Female,"Comedy, Independent, Animation",N/A,N/A,N/A,N/A,N/A,3,N/A,5,N/A,5,4,N/A,N/A,N/A,3,N/A,4,4,N/A,N/A,2,N/A,N/A,N/A,N/A,5,N/A
3/1/16 19:07,554,20-30,Male,"Comedy, Sci-Fi & Fantasy, Animation",5,N/A,N/A,N/A,5,N/A,N/A,N/A,5,N/A,N/A,5,N/A,N/A,N/A,N/A,5,N/A,N/A,5,N/A,N/A,5,4,4,5,N/A
3/1/16 19:08,13,20-30,Male,"Action, Sci-Fi & Fantasy, Romantic",5,5,5,N/A,5,5,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,5,5,N/A,N/A,N/A
3/1/16 19:08,339,20-30,Female,"Action, Sci-Fi & Fantasy, Animation",N/A,N/A,N/A,4,5,4,5,5,5,4,N/A,3,N/A,N/A,N/A,N/A,2,N/A,N/A,1,N/A,3,3,N/A,N/A,N/A,N/A
3/1/16 19:08,338,20-30,Male,"Comedy, Action, Sci-Fi & Fantasy",5,N/A,4,N/A,N/A,3,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,5,5,N/A,5,N/A
3/1/16 19:08,359,30-40,Female,"Comedy, Independent, Romantic, Animation",N/A,N/A,N/A,N/A,5,5,N/A,N/A,N/A,N/A,N/A,4,N/A,2,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3/1/16 19:10,179,20-30,Male,"Comedy, Action, Sci-Fi & Fantasy, Animation, Drama",1,N/A,5,3,N/A,N/A,N/A,5,N/A,N/A,N/A,4,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,1,5,3
3/5/16 15:36,179,20-30,Male,"Comedy, Action, Sci-Fi & Fantasy, Animation, Drama",3,N/A,5,4,N/A,4,N/A,4,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,4,1,N/A,N/A,4,N/A,N/A,5,3
3/8/16 18:56,705,20-30,Male,"Independent, Romantic, Drama",4,5,3,5,5,1,1,1,5,5,3,4,5,5,5,5,4,2,2,1,3,1,5,5,5,5,5
3/13/16 18:29,913,20-30,Female,"Comedy, Sci-Fi & Fantasy, Animation",4,N/A,N/A,5,5,5,N/A,N/A,4,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,4,N/A,3,N/A,N/A,3
